index,Brand,Country,Whiskies,Votes,Rating,Brand_Ranking
1870,Hannisville,United States,2,1,92.00,B
1871,Hanyu,Japan,149,136,88.99,C
1872,Haran,Spain,1,1,77.00,E
1873,Harley-Davidson Traef,Scotland,1,1,83.00,D
1876,Harolds Club,United States,1,1,89.50,C
1878,Harris & Tustin,Scotland,1,1,82.75,D
1879,Harrods,Scotland,5,3,74.33,F
1883,Harvey's,Scotland,3,1,81.50,D
1884,Harwood,Canada,3,1,70.00,F
1888,Hazelburn,Scotland,177,125,85.50,C
1889,Hazelgrove,Scotland,4,4,84.91,D
1890,Hazelwood,Scotland,5,3,91.12,B
1891,HBC,Scotland,1,1,76.00,E
1894,Heart of Kentucky,United States,1,1,80.00,D
1897,Heartwood,Australia,34,13,87.71,C
1899,Heather & Peat,Scotland,1,1,85.00,C
1900,Heather Dew,Scotland,5,2,66.00,G
1902,Heathland Whisky,Austria,1,1,43.00,G
1903,Heaven Hill,United States,82,43,83.92,D
1905,"Heavily Peated '"L'"",Scotland,2,1,72.00,F
1906,Hebridean,Scotland,1,1,87.10,C
1908,Hebrides,Scotland,2,1,92.50,B
1909,Hedges & Butler,Scotland,12,9,81.78,D
1910,Hedonism,Scotland,24,17,86.48,C
1912,Helios Whisky,Japan,1,1,73.75,F
1913,Hell Fire,Switzerland,2,1,78.60,E
1914,Hell-Cat Maggie,Ireland,1,1,69.00,G
1915,Hellyers Road,Australia,28,14,80.23,D
1916,Helsinki Distilling Company,Finland,7,5,75.40,E
1917,Hemel,Netherlands,2,2,46.00,G
1918,Henderson & Turnbull,Scotland,2,2,74.50,F
1920,Henry Downes,Ireland,1,1,83.00,D
1921,Henry Mason,United States,1,1,65.00,G
1922,Henry McKenna,United States,18,5,84.77,D
1924,Hepp,France,6,4,74.88,F
1928,Herman Marshall,United States,3,1,72.00,F
1929,Herr Lüthy,Switzerland,14,6,79.95,E
1930,Hessentagswhisky,Germany,1,1,74.25,F
1931,Hessischer Single Malt Whisky,Germany,1,1,82.33,D
1932,Hewitts,Ireland,2,1,78.00,E
1934,Hibiki,Japan,77,46,87.00,C
1935,Hicks & Healey,United Kingdom,3,1,87.50,C
1936,Hierber,Luxembourg,1,1,51.00,G
1937,High Commissioner,Scotland,2,1,70.86,F
1940,High Spirits,United States,1,1,72.00,F
1941,High West Whiskey,United States,94,53,84.54,D
1942,High Wheeler,Australia,1,1,83.75,D
1943,HighGlen,Switzerland,7,4,80.25,D
1944,Highgrove,Scotland,8,3,85.56,C
1945,Highland,Scotland,20,9,84.52,D
1946,Highland Aingeal,Scotland,3,3,84.82,D
1949,Highland Bird,Scotland,2,2,59.20,G
1950,Highland Black,Scotland,1,1,79.00,E
1951,Highland Blended Malt,Scotland,3,3,84.81,D
1953,Highland Cattle,Scotland,3,2,77.00,E
1954,Highland Chief,Scotland,5,3,75.22,E
1955,Highland Circle,Scotland,2,1,83.00,D
1957,Highland Command,Scotland,4,1,87.00,C
1960,Highland Dream,Scotland,2,1,84.50,D
1961,Highland Earl,Scotland,2,1,74.00,F
1962,Highland Fusilier,Scotland,30,22,85.65,C
1963,Highland Gold,Scotland,2,2,73.75,F
1965,Highland Harvest,Scotland,11,3,76.86,E
1966,Highland Heart,Scotland,13,13,82.59,D
1968,Highland Inspiration,Scotland,1,1,80.50,D
1969,Highland Journey,Scotland,1,1,78.00,E
1970,Highland King,Scotland,5,3,84.92,D
1972,Highland Legend,Scotland,1,1,71.00,F
1973,Highland Malt,Scotland,4,4,74.05,F
1975,Highland Mist,Scotland,3,3,82.78,D
1976,Highland Moss,Scotland,2,2,78.75,E
1978,Highland Mountain,Scotland,1,1,87.50,C
1979,Highland Nectar,Scotland,3,1,76.00,E
1980,Highland Park,Scotland,2004,1435,86.94,C
1981,Highland PBS,Scotland,2,1,81.00,D
1982,Highland Piper,Scotland,2,1,64.00,G
1984,Highland Pride,Scotland,5,3,74.33,F
1986,Highland Queen,Scotland,51,28,79.20,E
1987,Highland Region,Scotland,5,4,86.42,C
1989,Highland River,Scotland,1,1,81.50,D
1990,Highland Rose,Scotland,2,2,57.50,G
1991,Highland Scotch Whisky,Scotland,1,1,73.00,F
1993,Highland Single Malt,Scotland,6,2,89.54,C
1994,Highland Single Malt Scotch Whisky,Scotland,5,2,79.50,E
1995,Highland Single Malt Whisky,Scotland,3,1,85.00,C
1997,Highland Spey,Scotland,1,1,90.75,B
2004,Highland!,Scotland,1,1,79.00,E
2005,Highland's Friends,Scotland,2,1,50.00,G
2006,Highlander,Scotland,4,1,83.00,D
2007,Highlands Whisky,Scotland,3,1,12.33,G
2009,Highwood Distillers,Canada,10,6,81.32,D
2011,Hillock,Germany,6,4,69.58,G
2012,Hillrock Estate,United States,4,3,84.44,D
2013,Hillside,Scotland,8,7,91.43,B
2014,Hinricus Noyte,Germany,4,3,82.22,D
2016,Hiram Walker,Canada,12,3,78.69,E
2017,Hirsch,United States,2,2,84.57,D
2018,Hirsch Selection,United States,18,9,84.27,D
2020,HISS,Scotland,1,1,89.67,C
2022,Hochstadter's,United States,5,3,80.39,D
2023,Hogs,United States,1,1,74.75,F
2024,Hogshead,Scotland,1,1,81.40,D
2025,Hogwash,Scotland,1,1,76.00,E
2026,Hohenheimer Whisky,Germany,5,1,50.00,G
2027,Höllberg,Germany,2,2,61.75,G
2028,Hollen,Switzerland,36,20,77.59,E
2031,Home Blend,Scotland,3,2,88.97,C
2032,Homegrown,United States,1,1,76.00,E
2033,Homestead,United States,1,1,65.00,G
2034,Hooker's House,United States,8,1,83.00,D
2035,Hopetoun House,Scotland,2,1,81.00,D
2036,Hopkins' Navy Supreme,Scotland,3,2,86.50,C
2037,Höritröpfli,Switzerland,1,1,92.00,B
2039,Horstman,Netherlands,4,2,69.54,G
2040,Hotel Hof Weissbad,Switzerland,1,1,70.00,F
2043,House Malt,Scotland,34,31,83.91,D
2044,House of Campbell,Scotland,2,1,77.00,E
2045,House of Commons,Scotland,4,1,82.00,D
2047,House of Hazelwood,Scotland,3,3,85.20,C
2048,House of Lords,Scotland,28,16,80.58,D
2049,House of Malt,Scotland,3,2,81.50,D
2050,House of Peers,Scotland,12,6,85.31,C
2052,House Spirits,United States,7,1,84.00,D
2054,Howard MacLaren,Scotland,3,1,77.40,E
2055,Hudson,United States,40,30,72.41,F
2056,Hudson's Bay,Scotland,3,2,84.84,D
2057,Humbel Distillery,Switzerland,20,7,76.50,E
2061,Hunter's Glen,Scotland,2,1,80.00,D
2062,Hunting Lodge,Scotland,4,3,74.08,F
2063,Huntly,Scotland,4,2,88.50,C
2065,Hüttengold,Germany,1,1,89.17,C
2067,Hven,Sweden,12,11,82.05,D
2068,Hyde,Ireland,13,9,79.95,E
2069,I.W. Harper,United States,23,8,82.71,D
2070,Ichiro's,Japan,1,1,92.50,B
2072,Ila Insvla,Scotland,1,1,90.50,B
2073,Ile Rubaidh,Scotland,1,1,87.37,C
2075,Images of Ayrshire,Scotland,2,2,87.58,C
2076,Images of Bardstown,United States,4,3,84.57,D
2077,Images of Dufftown,Scotland,9,6,84.57,D
2078,Images of Islay,Scotland,29,20,86.21,C
2079,Images of Orkney,Scotland,1,1,90.67,B
2080,Images of Tain,Scotland,2,2,86.41,C
2081,Immortal Memory,Scotland,1,1,73.00,F
2083,Imperial,Scotland,485,376,85.92,C
2085,Imperial Blue,India,1,1,50.50,G
2087,Inattendu,Scotland,1,1,91.00,B
2088,Inchdrewer,Scotland,1,1,77.00,E
2089,Inchfad,Scotland,4,4,79.19,E
2090,Inchgower,Scotland,342,257,85.64,C
2091,Inchmoan,Scotland,11,11,76.52,E
2092,Inchmurrin,Scotland,170,113,82.93,D
2093,Indian Kettles,United States,1,1,71.00,F
2094,Infinity,Scotland,1,1,87.44,C
2095,Inganess Bay,Scotland,1,1,87.67,C
2097,Inish Turk Beg,Ireland,1,1,86.75,C
2098,Inishowen,Ireland,3,2,77.13,E
2099,Innismore,Ireland,1,1,77.00,E
2101,Intravagan'za,Scotland,2,2,84.42,D
2102,Inver Bridge,Scotland,1,1,90.43,B
2103,Inver House,Scotland,25,5,78.63,E
2106,Inverey,Scotland,4,1,76.00,E
2107,Inverglen,Scotland,2,1,74.00,F
2108,Invergordon,Scotland,333,276,86.67,C
2109,Inverleven,Scotland,99,69,85.86,C
2110,Inverlochy Castle,Scotland,4,1,85.50,C
2111,Inverness,Scotland,2,1,85.00,C
2113,Inverness Cream,Scotland,2,1,63.50,G
2114,Inveroran,Scotland,1,1,81.00,D
2115,Iona,Scotland,2,1,80.50,D
2116,Iona Royale,Scotland,1,1,89.50,C
2117,Ireland,Ireland,29,29,88.56,C
2119,Irish American,Ireland,2,2,65.92,G
2121,Irish Diamonds,Ireland,5,4,73.17,F
2122,Irish Grain Whiskey,Ireland,1,1,76.00,E
2123,Irish Malt,Ireland,7,7,88.83,C
2124,Irish Manor,Ireland,1,1,75.00,E
2125,Irish Reserve,Ireland,1,1,85.96,C
2126,Irish Single Malt,Ireland,20,20,90.06,B
2127,Irish Single Malt Whiskey,Ireland,49,41,88.19,C
2129,Irish Whiskey,Ireland,9,9,85.07,C
2134,Isawa,Japan,4,4,68.39,G
2137,Island,Scotland,4,3,87.11,C
2139,Island of Geese,Scotland,2,1,78.00,E
2141,Island Single Malt,Scotland,2,2,86.08,C
2142,Islay,Scotland,80,53,85.85,C
2143,Islay !,Scotland,2,2,84.51,D
2144,Islay & Islay,Scotland,1,1,89.00,C
2145,Islay 55%,Scotland,2,2,85.44,C
2146,Islay Blended Malt,Scotland,22,14,86.55,C
2147,Islay Blended Malt Scotch Whisky,Scotland,4,1,87.83,C
2148,Islay Connection,Scotland,1,1,84.00,D
2149,Islay Fusion,Scotland,4,3,86.22,C
2150,Islay Grinn,Scotland,1,1,86.67,C
2151,Islay King,Scotland,3,3,86.53,C
2153,Islay Malt,Scotland,44,37,86.18,C
2154,Islay meets Nicaragua,Scotland,1,1,82.50,D
2155,Islay Mist,Scotland,30,22,80.47,D
2157,Islay New Filling Malt,Scotland,1,1,82.67,D
2158,Islay North,Scotland,1,1,86.80,C
2160,Islay Prestige,Scotland,1,1,85.00,C
2161,Islay Region,Scotland,1,1,81.64,D
2163,Islay Reserve,Scotland,4,4,85.33,C
2164,Islay Selection,Scotland,1,1,85.33,C
2165,Islay Single Malt,Scotland,16,10,85.16,C
2166,Islay Single Malt Scotch Whisky,Scotland,19,14,85.46,C
2167,Islay Single Malt Whisky,Scotland,1,1,88.33,C
2168,Islay South,Scotland,2,2,88.36,C
2169,Islay Special,Scotland,1,1,81.25,D
2170,Islay Storm,Scotland,3,3,81.09,D
2171,Islay Time,Scotland,3,3,77.97,E
2172,Islay Trilogy,Scotland,1,1,91.27,B
2173,Islay Vatted Malt,Scotland,3,2,87.96,C
2174,Islay Whisky,Scotland,1,1,88.38,C
2175,Islay's Finest Single Malt,Scotland,2,1,86.40,C
2176,ISLAYish,Scotland,1,1,79.67,E
2177,Isle of Colonsay,Scotland,2,1,83.50,D
2179,Isle of Islay,Scotland,12,11,87.62,C
2180,Isle of Jura,Scotland,563,426,83.73,D
2181,Isle of Lime,Sweden,4,4,81.92,D
2182,Isle of Mull,Scotland,3,2,88.59,C
2183,Isle of Skye,Scotland,24,17,83.99,D
2184,Isle of the Blessed,Scotland,1,1,88.00,C
2185,It's 5,United States,2,1,75.00,E
2187,J&B,Scotland,76,27,78.19,E
2188,J. & G. Grant Ltd.,Scotland,4,3,91.76,B
2189,J. B. Harper,United States,1,1,69.00,G
2192,J. R. Ewing,United States,1,1,82.00,D
2194,J.A. Baczewski,Poland,1,1,69.29,G
2196,J.B.A.,Japan,1,1,67.89,G
2197,J.G. Kinsey,Scotland,2,1,69.00,G
2198,J.J. Corry,Ireland,2,2,82.50,D
2199,J.Michard,France,2,2,77.00,E
2200,J.P. Wiser's,Canada,24,15,79.79,E
2201,J.T.S. Brown,United States,5,2,82.00,D
2202,J.W. Dant,United States,23,5,80.00,D
2204,Jack Daniel's,United States,380,229,77.96,E
2206,Jack Ryan,Ireland,4,4,84.70,D
2207,Jack Strong,Scotland,2,2,73.25,F
2208,Jack's Pirate,Germany,30,29,85.31,C
2209,Jackson's Row,Scotland,1,1,77.00,E
2210,Jacoulot,Scotland,3,2,83.17,D
2212,Jakubiak,Poland,1,1,82.00,D
2216,James E. Pepper 1776,United States,10,7,82.10,D
2217,James Eadie's,United Kingdom,2,1,85.60,C
2218,James Gordon,Scotland,7,2,85.67,C
2219,James Joyce No. 15,Ireland,1,1,83.00,D
2220,James King,Scotland,8,1,55.00,G
2221,James Martin's,Scotland,12,7,82.48,D
2222,James Oliver,United States,3,1,81.75,D
2225,Jameson,Ireland,140,95,80.18,D
2230,Jane Doe,Ireland,5,3,84.19,D
2231,Japanese Blended Whisky,Japan,2,1,87.82,C
3836,Smoked!,Scotland,1,1,82.00,D
2232,Japonism,Scotland,1,1,88.67,C
2236,Jeffer's Creek,United States,1,1,64.00,G
2237,Jefferson's,United States,79,35,84.66,D
2238,Jenaer Holzbock,Germany,6,1,75.00,E
2239,Jeremiah Weed,United States,1,1,1.00,G
2240,Jericho,Scotland,7,4,80.39,D
2243,Jesse James,United States,2,1,63.00,G
2244,Jessie James,United States,2,1,64.00,G
2245,Jewels of Islay,Scotland,1,1,89.00,C
2246,Jewish Whisky Company,United States,5,2,82.00,D
2248,Jim Beam,United States,180,87,72.75,F
2250,Joce City,Sweden,1,1,49.00,G
2253,John B. Stetson,United States,2,2,72.72,F
2254,John Barr,Scotland,8,2,68.63,G
2255,John Begg,Scotland,9,2,84.34,D
2258,John Doe,Ireland,1,1,84.00,D
2259,John Drake,Scotland,2,1,55.00,G
2262,John E. Fitzgerald Larceny,United States,5,3,83.26,D
2265,John J. Bowman,United States,6,2,86.67,C
2267,John Jameson,Ireland,11,4,82.43,D
2268,John Jameson & Son,Ireland,32,11,85.01,C
2269,John L. Sullivan,Ireland,3,2,79.50,E
2271,John Lee,United States,2,1,24.00,G
2273,John Malcom,Germany,2,1,67.25,G
2277,John Medley's,United States,2,2,72.17,F
2278,John Myer,United States,4,2,79.50,E
2280,John Player Special,Scotland,2,1,77.00,E
2282,John Power & Son,Ireland,20,11,84.07,D
2283,John Scott's,Scotland,2,1,90.00,B
2285,John Walker & Sons,Scotland,19,7,89.44,C
2286,Johnett,Switzerland,16,6,77.24,E
2287,Johnnie Walker,Scotland,375,227,80.28,D
2288,Johnny Drum,United States,7,5,76.58,E
2289,Johnny Wright's,Scotland,1,1,80.00,D
2290,"Jon, Mark and Robbo''s",Scotland,8,6,83.92,D
2291,Jones Road Distillery,Ireland,1,1,82.50,D
2292,Joseph Magnus,United States,8,6,90.42,B
2293,Joshua Brook,United States,2,2,75.25,E
2294,Joshua Brooks,United States,3,1,90.00,B
2295,Journeyman Distillery,United States,40,10,85.10,C
2296,Jp. Moshi-Moshi,Japan,1,1,75.00,E
2297,JSD,France,1,1,73.00,F
2301,Jura Cask,Scotland,1,1,86.67,C
2302,Jurassic,Scotland,3,2,77.00,E
2304,Juveniles,Scotland,3,3,85.70,C
2306,K5,Bhutan,2,1,77.67,E
2308,Kaerilis,France,12,2,84.34,D
2310,Kahlgrund Whisky,Germany,1,1,74.00,F
2311,Kaiyo,Japan,5,2,85.00,C
2312,Kamiki,Japan,1,1,77.67,E
2315,Karuizawa,Japan,525,364,88.87,C
2316,Kavalan,Taiwan,928,598,86.75,C
2317,Kavanagh,Ireland,6,1,77.00,E
2318,Kawasaki,Japan,9,9,90.36,B
2319,Keckeis,Austria,3,3,67.71,G
2322,Kelt,Scotland,2,1,82.00,D
2323,Kelvin Hall,Scotland,1,1,88.33,C
2324,Kemper's Roggen Whisky,Germany,2,2,84.43,D
2325,Kempisch Vuur,Belgium,5,4,73.41,F
2327,Kenmore,Scotland,4,1,58.00,G
2328,Kennaway,Scotland,2,2,85.25,C
2334,Kentucky Colonel,United States,2,2,76.00,E
2335,Kentucky Crown,United States,2,1,94.00,B
2339,Kentucky Gentleman,United States,10,2,75.75,E
2341,Kentucky Highway,United States,2,2,48.50,G
2345,Kentucky Owl,United States,8,2,88.50,C
2348,Kentucky Straight Bourbon,United States,2,1,68.50,G
2349,Kentucky Tavern,United States,7,2,78.00,E
2350,Kentucky Vintage,United States,5,5,80.97,D
2351,Kentucky's Old Reserve,United States,1,1,82.00,D
2354,Kessler,United States,1,1,77.00,E
2355,Keuris,Netherlands,1,1,77.43,E
2356,Kikori Whiskey,Japan,1,1,62.00,G
2357,Kilbeggan,Ireland,37,22,77.20,E
2358,Kilbride Dam,Scotland,3,2,88.50,C
2360,Kilchoman,Scotland,548,423,85.89,C
2361,Kildalton,Scotland,8,8,85.97,C
2362,Kilkerran,Scotland,94,84,85.13,C
2363,Killyloch,Scotland,4,3,87.75,C
2364,Kilmartin Glen,Scotland,3,2,77.00,E
2365,Kiln Embers,Scotland,1,1,83.23,D
2367,Kinahan's,Ireland,2,2,82.29,D
2368,Kincaple,Scotland,2,2,74.90,F
2369,Kinclaith,Scotland,35,28,87.30,C
2373,King Charles,Scotland,1,1,78.50,E
2376,King Edgar,Scotland,1,1,69.00,G
2379,King Edward I,Scotland,6,3,86.28,C
2381,King George,Scotland,1,1,30.00,G
2382,King George IV,Scotland,16,3,82.67,D
2385,King John,Scotland,4,1,83.00,D
2386,King Malcolm,Scotland,1,1,82.00,D
2387,King Mór,Scotland,2,1,78.00,E
2389,King of Queens,Scotland,4,2,77.50,E
2390,King of Scots,Scotland,14,7,77.11,E
2391,King Robert II,Scotland,4,4,70.04,F
2392,King William IV,Scotland,2,1,82.50,D
2395,King's Choice,Scotland,10,1,78.50,E
2396,King's Crest,Scotland,3,3,83.11,D
2398,King's Pride,Scotland,2,1,90.00,B
2399,King's Ransom,Scotland,9,2,80.50,D
2402,King's Royal,Scotland,2,1,81.00,D
2403,Kingdom,Scotland,5,1,82.00,D
2405,Kings County Distillery,United States,13,9,75.15,E
2409,Kingsbarns,Scotland,2,2,79.13,E
2412,Kininvie,Scotland,11,8,85.01,C
2413,Kinloch Anderson,Scotland,9,1,79.00,E
2414,Kinnickinnic Whiskey,United States,4,2,79.25,E
2416,Kinzigbrennerei,Germany,15,8,73.44,F
2417,Kirkland Signature,Scotland,9,5,75.33,E
2418,Kirkwall,Scotland,3,1,94.00,B
2419,Kirkwall Bay,Scotland,1,1,85.80,C
2420,Kiss from Kirkwall,Scotland,1,1,86.21,C
2423,Kiyosato Field Ballet,Japan,4,4,91.39,B
2424,Kkoullas,Cyprus,1,1,77.00,E
2426,Kloster Machern,Germany,1,1,70.00,F
2427,Kloster Whisky,Germany,1,1,83.00,D
2429,Knappogue Castle,Ireland,59,42,84.20,D
